,Food Name,Measure,Energy (kcal) per gram,Energy (kJ) per gram,Protein (g) per gram,Carbohydrate (g) per gram,Total Sugar (g) per gram,Total Dietary Fibre (g) per gram,Total Fat (g) per gram,Saturated Fat (g) per gram,Cholesterol (mg) per gram,Calcium (mg) per gram,Iron (mg) per gram,Sodium (mg) per gram,Potassium (mg) per gram,Magnesium (mg) per gram,Phosphorus (mg) per gram,Thiamin (mg) per gram,Riboflavin (mg) per gram,Niacin (NE) per gram,Folate (DFE) per gram,Vitamin A (RAE) per gram,Beta-carotene (mcg) per gram,Lycopene (mcg) per gram,Vitamin C (mg) per gram,Vitamin B12 (mcg) per gram,Total Fat ( ) per gram,Cholesterol (g) per gram,Vitamin D (mcg) per gram,Monounsaturated Fat (g) per gram,Polyunsaturated Fat (g) per gram,Vitamin E (mg) per gram,DHA (g) per gram,EPA (g) per gram,Total Daietary Fibre (g) per gram,Trans Fat (g) per gram,Caffeine (mg) per gram,Alcohol (g) per gram,Polyunsaturated Fat (mg) per gram,Category
564,"Scallops, cooked, steamed",6 medium,1.1153846153846154,4.67948717948718,0.23076923076923078,0.0,,,0.01282051282051282,0.001282051282051282,0.5256410256410257,1.1538461538461537,0.029487179487179487,2.6538461538461537,4.756410256410256,,3.3846153846153846,,,,,0.2948717948717949,,,,0.012948717948717948,,,0.0,,0.005128205128205128,0.015384615384615384,0.0020512820512820513,0.0016666666666666668,,,,,,Fish and Shellfish
565,"Shrimp, boiled or steamed",6 medium,1.0,4.133333333333334,0.2,0.0,,,,0.0033333333333333335,1.9666666666666666,0.4,0.030000000000000002,2.2333333333333334,1.8333333333333333,,1.3666666666666667,,,,,0.6666666666666666,,,,0.015000000000000001,,,,,0.0033333333333333335,0.013333333333333334,0.0013333333333333333,0.0016666666666666668,,,,,,Fish and Shellfish
566,"Calamari, breaded and fried",125 mL,1.9746835443037976,8.240506329113924,0.17721518987341772,0.11392405063291139,,,0.08860759493670886,0.021518987341772152,2.4936708860759493,0.569620253164557,0.012658227848101266,3.8354430379746836,2.7341772151898733,,2.4556962025316458,,,,,0.21518987341772153,,,,0.012911392405063291,,,0.0012658227848101266,,0.020253164556962026,0.012658227848101266,0.003417721518987342,0.0013924050632911392,,,,,,Fish and Shellfish
567,"Caviar, black or red",15 mL,2.5625,10.6875,0.25,0.0625,,,0.1875,0.04375,5.9375,2.8125,0.11875,15.1875,1.8125,,3.625,,,,,5.6875,,,,0.203125,,,0.03125,,0.075,0.06875,0.03875,0.0275,,,,,,Fish and Shellfish
568,Crab cake,1,1.55,6.483333333333333,0.2,,,,0.08333333333333333,0.015000000000000001,1.5,1.05,0.01,3.3,3.2333333333333334,,2.1333333333333333,,,,,0.5666666666666667,,,,0.059333333333333335,,,,,0.02333333333333333,,0.0021666666666666666,0.0023333333333333335,,,,,,Fish and Shellfish
569,"Crab, imitation, made from surimi",125 mL,1.0149253731343284,4.2388059701492535,0.11940298507462686,0.1044776119402985,,,0.014925373134328358,0.0029850746268656717,0.19402985074626866,0.13432835820895522,0.004477611940298508,8.35820895522388,0.8955223880597015,,2.8059701492537314,,,,,0.19402985074626866,,,,0.015970149253731344,,,0.01791044776119403,,0.005970149253731343,0.0014925373134328358,0.003582089552238806,0.0023880597014925373,,,,,,Fish and Shellfish
570,Fish cake,1,2.0,8.366666666666667,0.13333333333333333,0.125,,,0.1,0.0275,0.525,0.25,0.006666666666666667,2.4166666666666665,4.383333333333334,,1.675,,,,,0.23333333333333334,,,,0.006083333333333333,,,0.0125,,0.021666666666666667,0.005833333333333333,0.0008333333333333334,,,,,,,Fish and Shellfish
571,"Fish fillet, battered and fried",1,1.9776119402985075,8.26865671641791,0.16417910447761194,0.06716417910447761,,,0.11194029850746269,0.026865671641791045,0.5298507462686567,0.31343283582089554,0.007462686567164179,0.9925373134328358,3.791044776119403,,1.9850746268656716,,,,,0.17164179104477612,,,,0.007611940298507463,,,0.005970149253731343,,0.025373134328358207,0.007462686567164179,0.0010447761194029852,0.0005970149253731343,,,,,,Fish and Shellfish
572,"Fish sticks, frozen, heated (10 cm x 2.5 cm x 1.3 cm)",3 sticks,2.7349397590361444,11.421686746987952,0.1566265060240964,0.24096385542168675,,,0.12048192771084337,0.03132530120481928,1.1204819277108433,0.20481927710843373,0.007228915662650602,5.843373493975903,2.6144578313253013,,1.819277108433735,,,,,0.3132530120481928,,,,0.018072289156626505,,,0.0012048192771084338,,0.03132530120481928,0.004819277108433735,0.001325301204819277,0.0008433734939759037,,,,,,Fish and Shellfish
573,"Shrimp, breaded and fried",6 medium,2.4242424242424243,10.121212121212121,0.21212121212121213,0.12121212121212122,,,0.12121212121212122,0.02121212121212121,1.7727272727272727,0.6666666666666666,0.012121212121212121,3.4393939393939394,2.257575757575758,,2.1818181818181817,,,,,,,,,0.018636363636363635,,,,,0.051515151515151514,,0.0012121212121212121,0.0010606060606060607,,,,,,Fish and Shellfish
574,Tuna salad,125 mL,1.8796296296296295,7.842592592592593,0.1574074074074074,0.09259259259259259,,,0.09259259259259259,0.01574074074074074,0.12962962962962962,0.16666666666666666,0.010185185185185186,4.027777777777778,1.787037037037037,,1.787037037037037,,,,,0.24074074074074073,,,,0.012037037037037037,,,0.03333333333333333,,0.041666666666666664,,0.0005555555555555556,0.00018518518518518518,,,,,,Fish and Shellfish
575,"Blade roast, lean + fat, braised",75 g,2.6666666666666665,11.12,0.3466666666666667,0.0,,,0.13333333333333333,0.05333333333333334,0.9466666666666667,,0.03333333333333333,0.6133333333333333,2.6933333333333334,0.24,1.8933333333333333,,,,0.05333333333333334,0.0,,,,0.03173333333333333,,,0.006666666666666667,0.06666666666666667,0.005333333333333334,0.0013333333333333335,,,,,,,,Meat and Poultry
576,"Blade steak, lean + fat, braised",75 g,3.026666666666667,12.626666666666667,0.30666666666666664,0.0,,,0.18666666666666668,0.076,0.9466666666666667,,0.032,0.6533333333333333,2.3733333333333335,0.22666666666666666,1.84,,,,0.05333333333333334,0.0,,,,0.02666666666666667,,,0.006666666666666667,0.09466666666666666,0.006666666666666667,0.002666666666666667,,,,,,,,Meat and Poultry
577,"Composite, roast, lean + fat, cooked",75 g,2.4133333333333336,10.08,0.32,0.0,,,0.10666666666666667,0.04666666666666667,0.8133333333333334,,0.030666666666666665,0.5333333333333333,3.066666666666667,0.25333333333333335,2.066666666666667,,,,0.05333333333333334,0.0,,,,0.0252,,,0.006666666666666667,0.056,0.005333333333333334,0.0013333333333333335,,,,,,,,Meat and Poultry
578,"Composite, steak, lean + fat, cooked",75 g,2.6133333333333333,10.92,0.3333333333333333,0.0,,,0.12,0.052,0.8533333333333334,,0.032,0.5333333333333333,2.6666666666666665,0.24,1.9733333333333334,,,,0.05333333333333334,0.0,,,,0.023733333333333332,,,0.006666666666666667,0.06533333333333334,0.005333333333333334,0.0013333333333333335,,,,,,,,Meat and Poultry
579,"Cross rib roast, lean + fat, braised",75 g,2.6266666666666665,11.0,0.36,0.0,,,0.12,0.048,0.9333333333333333,,0.034666666666666665,0.6933333333333334,3.2266666666666666,0.28,2.1866666666666665,,,,0.06666666666666667,0.0,,,,0.0252,,,0.006666666666666667,0.06,0.006666666666666667,0.008,,,,,,,,Meat and Poultry
580,"Eye of round roast, lean + fat, roasted",75 g,1.9733333333333334,8.24,0.32,0.0,,,0.06666666666666667,0.028,0.6666666666666666,,0.02,0.5333333333333333,3.24,0.25333333333333335,2.026666666666667,,,,0.06666666666666667,0.0,,,,0.0192,,,0.006666666666666667,0.03333333333333333,0.002666666666666667,0.002666666666666667,,,,,,,,Meat and Poultry
581,"Eye of round steak, lean + fat, braised",75 g,2.28,9.533333333333333,0.37333333333333335,0.0,,,0.06666666666666667,0.029333333333333336,0.8133333333333334,,0.024,0.4666666666666667,3.24,0.25333333333333335,2.026666666666667,,,,0.06666666666666667,0.0,,,,0.0184,,,0.006666666666666667,0.03733333333333333,0.004,0.002666666666666667,,,,,,,,Meat and Poultry
582,"Flank steak, lean + fat, braised",75 g,2.453333333333333,10.253333333333334,0.3333333333333333,0.0,,,0.10666666666666667,0.048,0.72,,0.029333333333333336,0.6,3.24,0.25333333333333335,2.026666666666667,,,,0.06666666666666667,0.0,,,,0.028666666666666667,,,0.006666666666666667,0.05466666666666666,0.004,0.004,,,,,,,,Meat and Poultry
583,"Ground, extra lean, crumbled, pan-fried",75 g,2.2266666666666666,9.28,0.30666666666666664,0.0,,,0.10666666666666667,0.04266666666666667,0.7866666666666666,,0.028,0.8666666666666667,4.1466666666666665,0.29333333333333333,2.4,,,,0.06666666666666667,0.0,,,,0.027466666666666667,,,0.004,0.044,0.004,,,,,,,,,Meat and Poultry
584,"Ground, lean, crumbled, pan-fried",75 g,2.5866666666666664,10.786666666666667,0.29333333333333333,0.0,,,0.14666666666666667,0.06,0.7866666666666666,,0.028,0.9333333333333333,3.9066666666666667,0.28,2.32,,,,0.0,0.0,,,,0.028800000000000003,,,0.006666666666666667,0.06799999999999999,0.004,,,,,,,,,Meat and Poultry
585,"Ground, medium, crumbled, pan-fried",75 g,2.8533333333333335,11.92,0.29333333333333333,0.0,,,0.17333333333333334,0.07466666666666666,0.8133333333333334,,0.02666666666666667,0.9066666666666666,4.04,0.28,2.3066666666666666,,,,0.08,0.0,,,,0.025066666666666664,,,0.008,0.08,0.005333333333333334,,,,,,,,,Meat and Poultry
586,"Ground, regular, crumbled, pan-fried",75 g,3.24,13.546666666666667,0.29333333333333333,0.0,,,0.22666666666666666,0.09333333333333334,0.84,,0.029333333333333336,1.04,4.013333333333334,0.28,2.3733333333333335,,,,0.0,0.0,,,,0.03626666666666667,,,0.010666666666666668,0.10533333333333333,0.005333333333333334,,,,,,,,,Meat and Poultry
587,"Inside (top) round roast, lean + fat, roasted",75 g,1.7733333333333334,7.4,0.32,0.0,,,0.04,0.018666666666666665,0.7066666666666667,,0.028,0.64,3.3733333333333335,0.26666666666666666,2.1733333333333333,,,,0.06666666666666667,0.0,,,,0.0224,,,0.006666666666666667,0.021333333333333336,0.002666666666666667,0.0013333333333333335,,,,,,,,Meat and Poultry
588,"Inside (top) round steak, lean + fat, braised",75 g,2.3333333333333335,9.746666666666666,0.4,0.0,,,0.06666666666666667,0.028,0.9066666666666666,,0.032,0.5066666666666667,2.72,0.26666666666666666,2.0933333333333333,,,,0.06666666666666667,0.0,,,,0.019066666666666666,,,0.006666666666666667,0.034666666666666665,0.004,0.005333333333333334,,,,,,,,Meat and Poultry
589,"Outside (bottom) round roast, lean + fat, roasted",75 g,2.1066666666666665,8.786666666666667,0.3333333333333333,0.0,,,0.06666666666666667,0.028,0.7733333333333333,,0.03866666666666667,0.56,3.24,0.25333333333333335,2.026666666666667,,,,0.06666666666666667,0.0,,,,0.022266666666666667,,,0.006666666666666667,0.03733333333333333,0.004,0.002666666666666667,,,,,,,,Meat and Poultry
590,"Outside (bottom) round steak, lean + fat, braised",75 g,2.6,10.866666666666667,0.38666666666666666,0.0,,,0.10666666666666667,0.04,0.96,,0.04133333333333333,0.5733333333333334,3.24,0.25333333333333335,2.026666666666667,,,,0.06666666666666667,0.0,,,,0.018799999999999997,,,0.006666666666666667,0.056,0.005333333333333334,0.004,,,,,,,,Meat and Poultry
591,"Rib eye steak, lean + fat, broiled",75 g,3.066666666666667,12.84,0.26666666666666666,0.0,,,0.21333333333333335,0.08933333333333333,0.7066666666666667,,0.032,0.5333333333333333,3.24,0.25333333333333335,2.026666666666667,,,,0.06666666666666667,0.0,,,,0.020533333333333334,,,0.006666666666666667,0.10666666666666667,0.006666666666666667,0.010666666666666668,,,,,,,,Meat and Poultry
592,"Rib steak, lean + fat, broiled",75 g,3.0933333333333333,12.92,0.30666666666666664,0.0,,,0.2,0.08533333333333334,0.7733333333333333,,0.025333333333333333,0.7466666666666667,3.24,0.25333333333333335,2.026666666666667,,,,0.06666666666666667,0.0,,,,0.024,,,0.006666666666666667,0.09733333333333333,0.006666666666666667,0.006666666666666667,,,,,,,,Meat and Poultry
593,"Rump roast, lean + fat, broiled",75 g,2.1866666666666665,9.12,0.28,0.0,,,0.10666666666666667,0.04266666666666667,0.7866666666666666,,0.025333333333333333,0.6266666666666667,3.9466666666666668,0.26666666666666666,2.4,,,,0.09333333333333334,0.0,,,,0.030266666666666667,,,0.004,0.048,0.004,,,,,,,,,Meat and Poultry
594,"Short ribs, lean + fat, simmered",75 g,4.12,17.226666666666667,0.22666666666666666,0.0,,,0.3466666666666667,0.14933333333333332,0.76,,0.018666666666666665,0.38666666666666666,1.9466666666666668,0.13333333333333333,1.1466666666666667,,,,0.05333333333333334,0.0,,,,0.026266666666666667,,,0.022666666666666665,0.15733333333333335,0.013333333333333334,,,,,,,,,Meat and Poultry
595,"Sirloin tip roast, lean + fat, roasted",75g,2.08,8.706666666666667,0.3333333333333333,0.0,,,0.06666666666666667,0.029333333333333336,0.7733333333333333,,0.036000000000000004,0.5866666666666667,3.24,0.25333333333333335,2.026666666666667,,,,0.06666666666666667,0.0,,,,0.024666666666666667,,,0.006666666666666667,0.03733333333333333,0.004,0.0013333333333333335,,,,,,,,Meat and Poultry
596,"Standing rib roast, lean + fat, roasted",75g,3.16,13.226666666666667,0.28,0.0,,,0.21333333333333335,0.092,0.7333333333333333,,0.022666666666666665,0.7066666666666667,3.24,0.25333333333333335,2.026666666666667,,,,0.06666666666666667,0.0,,,,0.023066666666666666,,,0.006666666666666667,0.10666666666666667,0.006666666666666667,0.006666666666666667,,,,,,,,Meat and Poultry
597,"Stewing beef, lean, simmered",75g,2.44,10.2,0.37333333333333335,0.0,,,0.09333333333333334,0.03866666666666667,0.9066666666666666,,0.034666666666666665,0.6,2.8533333333333335,0.25333333333333335,2.0,,,,0.05333333333333334,0.0,,,,0.024,,,0.006666666666666667,,,0.002666666666666667,,,,,,,,Meat and Poultry
598,"Strip loin ( New York ) steak, lean + fat, broiled",75g,2.546666666666667,10.626666666666667,0.30666666666666664,0.0,,,0.13333333333333333,0.05733333333333333,0.7333333333333333,,0.028,0.5733333333333334,3.24,0.25333333333333335,2.026666666666667,,,,0.06666666666666667,0.0,,,,0.022933333333333333,,,0.006666666666666667,0.06933333333333333,0.005333333333333334,0.004,,,,,,,,Meat and Poultry
599,"T-Bone (Porterhouse) steak, lean + fat, broiled",75g,2.88,12.04,0.29333333333333333,0.0,,,0.17333333333333334,0.07466666666666666,0.72,,0.028,0.68,3.24,0.25333333333333335,2.026666666666667,,,,0.06666666666666667,0.0,,,,0.0252,,,0.006666666666666667,0.088,0.005333333333333334,0.0013333333333333335,,,,,,,,Meat and Poultry
600,"Tenderloin, steak, lean + fat, broiled",75g,2.2666666666666666,9.453333333333333,0.32,0.0,,,0.09333333333333334,0.04266666666666667,0.7866666666666666,,0.03866666666666667,0.6666666666666666,3.24,0.25333333333333335,2.026666666666667,,,,0.06666666666666667,0.0,,,,0.027200000000000002,,,0.006666666666666667,0.048,0.004,0.002666666666666667,,,,,,,,Meat and Poultry
601,"Top sirloin steak, lean + fat, broiled",75g,1.9466666666666668,8.146666666666667,0.28,0.0,,,0.08,0.034666666666666665,0.6933333333333334,,0.02666666666666667,0.5733333333333334,3.4266666666666667,0.26666666666666666,2.1333333333333333,,,,0.06666666666666667,0.0,,,,0.031066666666666666,,,0.006666666666666667,0.04133333333333333,0.004,0.002666666666666667,,,,,,,,Meat and Poultry
602,"Composite cuts, lean + fat, cooked",75g,2.3066666666666666,9.666666666666666,0.30666666666666664,0.0,,,0.12,0.04266666666666667,1.1466666666666667,,0.012,0.8666666666666667,3.2533333333333334,0.26666666666666666,2.3866666666666667,,,,0.14666666666666667,0.0,,,,0.015733333333333332,,,0.014666666666666668,0.044,0.008,0.004,,,,,,,,Meat and Poultry
603,"Cutlets, grain-fed, pan-fried",75g,1.8133333333333332,7.573333333333333,0.36,0.0,,,0.02666666666666667,0.009333333333333332,1.04,,0.02,0.44,3.546666666666667,0.28,2.28,,,,,0.0,,,,0.0328,,,0.006666666666666667,0.010666666666666668,0.008,0.004,,,,,,,,Meat and Poultry
604,"Cutlets, milk-fed, pan-fried",75g,1.8933333333333333,7.906666666666666,0.37333333333333335,0.0,,,0.02666666666666667,0.008,1.04,,0.006666666666666667,0.7733333333333333,4.426666666666667,0.21333333333333335,2.9066666666666667,,,,0.16,0.0,,,,0.016933333333333335,,,0.006666666666666667,0.010666666666666668,0.013333333333333334,0.004,,,,,,,,Meat and Poultry
605,"Ground, broiled",75g,1.72,7.1866666666666665,0.24,0.0,,,0.08,0.030666666666666665,1.0266666666666666,,0.009333333333333332,0.8266666666666667,3.3733333333333335,0.24,2.1733333333333333,,,,0.10666666666666667,0.0,,,,0.012666666666666666,,,0.010666666666666668,0.028,0.005333333333333334,0.0013333333333333335,,,,,,,,Meat and Poultry
606,"Leg, lean + fat, breaded, pan-fried",75g,2.28,9.533333333333333,0.26666666666666666,0.09333333333333334,,,0.09333333333333334,0.030666666666666665,1.12,,0.016,4.546666666666667,3.7066666666666666,0.30666666666666664,2.506666666666667,,,,0.32,0.10666666666666667,,,,0.012400000000000001,,,0.012,0.03333333333333333,0.014666666666666668,0.005333333333333334,,,,,,,,Meat and Poultry
607,"Leg, lean + fat, roasted",75g,1.6,6.693333333333333,0.28,0.0,,,0.04,0.018666666666666665,1.0266666666666666,,0.009333333333333332,0.68,3.8933333333333335,0.28,2.3466666666666667,,,,0.16,0.0,,,,0.011733333333333333,,,0.006666666666666667,0.017333333333333333,0.004,0.005333333333333334,,,,,,,,Meat and Poultry
608,"Loin, lean + fat, roasted",75g,2.1733333333333333,9.066666666666666,0.25333333333333335,0.0,,,0.12,0.052,1.0266666666666666,,0.009333333333333332,0.9333333333333333,3.2533333333333334,0.25333333333333335,2.12,,,,0.14666666666666667,0.0,,,,0.012400000000000001,,,0.017333333333333333,0.048,0.008,0.004,,,,,,,,Meat and Poultry
609,"Shoulder, whole, lean + fat, roasted",75g,1.8933333333333333,7.906666666666666,0.30666666666666664,0.0,,,0.06666666666666667,0.029333333333333336,0.8666666666666667,,0.009333333333333332,0.7466666666666667,3.546666666666667,0.22666666666666666,1.8666666666666667,,,,,0.0,,,,0.03333333333333333,,,0.009333333333333332,0.024,0.004,0.005333333333333334,,,,,,,,Meat and Poultry
610,"Stewing meat, lean, braised",75g,1.88,7.866666666666666,0.3466666666666667,0.0,,,0.04,0.013333333333333334,1.4533333333333334,,0.014666666666666668,0.9333333333333333,3.4266666666666667,0.28,2.3866666666666667,,,,0.16,0.0,,,,0.016666666666666666,,,0.009333333333333332,0.013333333333333334,0.004,0.004,,,,,,,,Meat and Poultry
611,"Back ribs, lean + fat, roasted",75g,3.6533333333333333,15.266666666666667,0.28,0.0,,,0.26666666666666666,0.10533333333333333,1.1333333333333333,,0.012,1.3333333333333333,3.3466666666666667,0.24,1.96,,,,0.02666666666666667,0.02666666666666667,,,,0.011066666666666666,,,0.010666666666666668,0.11866666666666667,0.034666666666666665,,,,,,,,,Meat and Poultry
612,"Centre cut, loin, chop, lean + fat, broiled",75g,2.4,10.04,0.29333333333333333,0.0,,,0.13333333333333333,0.048,0.8266666666666667,,0.008,0.5866666666666667,3.5866666666666664,0.25333333333333335,2.32,,,,0.06666666666666667,0.02666666666666667,,,,0.007333333333333334,,,0.005333333333333334,0.05866666666666667,0.009333333333333332,0.0013333333333333335,,,,,,,,Meat and Poultry
613,"Centre cut, loin, chop, lean + fat, pan-fried",75g,2.7733333333333334,11.586666666666666,0.29333333333333333,0.0,,,0.16,0.06,0.92,,0.009333333333333332,0.8,4.253333333333333,0.29333333333333333,2.5866666666666664,,,,0.06666666666666667,0.02666666666666667,,,,0.007333333333333334,,,0.006666666666666667,0.07066666666666667,0.018666666666666665,0.002666666666666667,,,,,,,,Meat and Poultry
614,"Ground, lean, pan-fried",75g,2.3333333333333335,9.746666666666666,0.25333333333333335,0.0,,,0.14666666666666667,0.05466666666666666,0.8,,0.012,0.8,3.7066666666666666,0.26666666666666666,2.2133333333333334,,,,0.06666666666666667,0.02666666666666667,,,,0.010666666666666668,,,0.006666666666666667,0.06666666666666667,0.017333333333333333,0.002666666666666667,,,,,,,,Meat and Poultry
615,"Ground, medium, pan-fried",75g,2.986666666666667,12.506666666666666,0.24,0.0,,,0.21333333333333335,0.08,0.88,,0.010666666666666668,0.9066666666666666,3.6666666666666665,0.25333333333333335,2.1866666666666665,,,,0.06666666666666667,0.02666666666666667,,,,0.011466666666666667,,,0.006666666666666667,0.09733333333333333,0.029333333333333336,0.002666666666666667,,,,,,,,Meat and Poultry
616,"Leg, butt end, lean + fat, roasted",75g,2.52,10.546666666666667,0.29333333333333333,0.0,,,0.14666666666666667,0.052,0.96,,0.010666666666666668,0.6266666666666667,3.7466666666666666,0.26666666666666666,2.72,,,,0.02666666666666667,0.02666666666666667,,,,0.007200000000000001,,,0.005333333333333334,0.064,0.013333333333333334,0.002666666666666667,,,,,,,,Meat and Poultry
617,"Loin, rib end, lean + fat, broiled",75g,2.6266666666666665,11.0,0.29333333333333333,0.0,,,0.16,0.05733333333333333,0.8266666666666667,,0.008,0.6266666666666667,4.013333333333334,0.26666666666666666,2.3733333333333335,,,,0.02666666666666667,0.02666666666666667,,,,0.007333333333333334,,,0.005333333333333334,0.06933333333333333,0.012,0.004,,,,,,,,Meat and Poultry
618,"Loin, rib end, lean + fat, pan-fried",75g,2.6533333333333333,11.08,0.26666666666666666,0.0,,,0.17333333333333334,0.064,0.7333333333333333,,0.006666666666666667,0.5066666666666667,4.306666666666667,0.25333333333333335,2.36,,,,0.02666666666666667,0.02666666666666667,,,,0.007066666666666667,,,0.006666666666666667,0.07466666666666666,0.018666666666666665,0.002666666666666667,,,,,,,,Meat and Poultry
619,"Shoulder, butt, lean + fat, roasted",75g,2.64,11.04,0.25333333333333335,0.0,,,0.17333333333333334,0.06666666666666667,0.8933333333333333,,0.014666666666666668,0.6666666666666666,3.2666666666666666,0.24,2.04,,,,0.05333333333333334,0.02666666666666667,,,,0.012266666666666667,,,0.008,0.07866666666666668,0.025333333333333333,0.002666666666666667,,,,,,,,Meat and Poultry
620,"Shoulder, whole, lean + fat, roasted",75g,2.92,12.213333333333333,0.22666666666666666,0.0,,,0.21333333333333335,0.07866666666666668,0.9066666666666666,,0.013333333333333334,0.68,3.2933333333333334,0.18666666666666668,2.12,,,,0.05333333333333334,0.02666666666666667,,,,0.008,,,0.006666666666666667,0.09466666666666666,0.02,0.0013333333333333335,,,,,,,,Meat and Poultry
621,"Spareribs, lean + fat, braised",75g,3.3466666666666667,13.973333333333333,0.26666666666666666,0.0,,,0.24,0.09333333333333334,0.9866666666666667,,0.014666666666666668,0.6533333333333333,1.5733333333333333,0.18666666666666668,1.4266666666666667,,,,0.04,0.02666666666666667,,,,0.009066666666666667,,,0.008,0.104,0.03333333333333333,,,,,,,,,Meat and Poultry
622,"Tenderloin, lean, roasted",75g,1.44,6.026666666666666,0.28,0.0,,,0.02666666666666667,0.010666666666666668,0.6933333333333334,,0.013333333333333334,0.5866666666666667,4.026666666666666,0.30666666666666664,2.453333333333333,,,,0.06666666666666667,0.02666666666666667,,,,0.0054666666666666665,,,0.0013333333333333335,0.012,0.005333333333333334,0.002666666666666667,,,,,,,,Meat and Poultry
623,"American, fresh, foreshank, lean + fat, cooked",75g,2.4266666666666667,10.16,0.28,0.0,,,0.13333333333333333,0.056,1.0666666666666667,,0.021333333333333336,0.72,2.5733333333333333,0.22666666666666666,1.6666666666666667,,,,0.17333333333333334,0.0,,,,0.0228,,,0.002666666666666667,0.05733333333333333,0.009333333333333332,0.0013333333333333335,,,,,,,,Meat and Poultry
624,"American, fresh, ground, cooked",75g,2.8266666666666667,11.84,0.25333333333333335,0.0,,,0.2,0.08133333333333333,0.9733333333333334,,0.017333333333333333,0.8133333333333334,3.3866666666666667,0.24,2.013333333333333,,,,0.18666666666666668,0.0,,,,0.02613333333333333,,,0.008,0.08266666666666667,0.014666666666666668,0.0013333333333333335,,,,,,,,Meat and Poultry
625,"American, fresh, leg, whole, lean + fat, cooked",75g,2.5866666666666664,10.786666666666667,0.25333333333333335,0.0,,,0.16,0.06933333333333333,0.9333333333333333,,0.02,0.6666666666666666,3.1333333333333333,0.24,1.9066666666666667,,,,0.2,0.0,,,,0.025866666666666666,,,0.006666666666666667,0.06933333333333333,0.012,0.0013333333333333335,,,,,,,,Meat and Poultry
626,"American, fresh, loin, lean + fat, cooked",75g,3.0933333333333333,12.92,0.22666666666666666,0.0,,,0.24,0.10266666666666667,0.9466666666666667,,0.021333333333333336,0.64,2.466666666666667,0.22666666666666666,1.8,,,,0.18666666666666668,0.0,,,,0.02213333333333333,,,0.006666666666666667,0.09733333333333333,0.018666666666666665,0.0013333333333333335,,,,,,,,Meat and Poultry
627,"American, fresh, rib, lean + fat, cooked",75g,3.5866666666666664,15.013333333333334,0.21333333333333335,0.0,,,0.29333333333333333,0.128,0.9733333333333334,,0.016,0.7333333333333333,2.7066666666666666,0.2,1.6666666666666667,,,,0.14666666666666667,0.0,,,,0.022266666666666667,,,0.006666666666666667,0.12533333333333332,0.021333333333333336,0.0013333333333333335,,,,,,,,Meat and Poultry
628,"American, fresh, shoulder, whole, lean+ fat, cooked",75g,2.76,11.546666666666667,0.22666666666666666,0.0,,,0.2,0.08399999999999999,0.92,,0.02,0.6666666666666666,2.506666666666667,0.22666666666666666,1.84,,,,0.21333333333333335,0.0,,,,0.0264,,,0.006666666666666667,0.08133333333333333,0.016,0.0013333333333333335,,,,,,,,Meat and Poultry
629,"New Zealand, frozen, composite, lean + fat, cooked",75g,2.7066666666666666,11.293333333333333,0.25333333333333335,0.0,,,0.17333333333333334,0.088,1.0666666666666667,,0.021333333333333336,0.4666666666666667,1.6133333333333333,0.18666666666666668,2.1066666666666665,,,,0.013333333333333334,0.0,,,,0.027066666666666662,,,0.006666666666666667,0.06933333333333333,0.009333333333333332,0.0013333333333333335,,,,,,,,Meat and Poultry
630,"New Zealand, frozen, foreshank, lean + fat, braised",75g,2.5866666666666664,10.786666666666667,0.26666666666666666,0.0,,,0.16,0.07866666666666668,1.0266666666666666,,0.021333333333333336,0.4666666666666667,1.1866666666666668,0.14666666666666667,1.7466666666666666,,,,0.013333333333333334,0.0,,,,0.0244,,,0.004,0.06133333333333333,0.006666666666666667,0.0013333333333333335,,,,,,,,Meat and Poultry
631,"New Zealand, frozen, leg, whole, lean + fat, roasted",75g,2.3466666666666667,9.786666666666667,0.25333333333333335,0.0,,,0.13333333333333333,0.06799999999999999,1.0133333333333334,,0.021333333333333336,0.44,1.7066666666666668,0.2,2.2133333333333334,,,,0.013333333333333334,0.0,,,,0.02613333333333333,,,0.006666666666666667,0.05466666666666666,0.006666666666666667,0.0013333333333333335,,,,,,,,Meat and Poultry
632,"New Zealand, frozen, loin, lean + fat, broiled",75g,2.96,12.386666666666667,0.24,0.0,,,0.21333333333333335,0.10533333333333333,1.1333333333333333,,0.021333333333333336,0.5066666666666667,1.64,0.2,2.1333333333333333,,,,0.013333333333333334,0.0,,,,0.025466666666666665,,,0.006666666666666667,0.08266666666666667,0.009333333333333332,0.0013333333333333335,,,,,,,,Meat and Poultry
633,"Chicken, broiler, breast, meat and skin, roasted",75g,1.8933333333333333,7.906666666666666,0.25333333333333335,0.0,,,0.09333333333333334,0.024,0.84,,0.005333333333333334,0.6,3.2133333333333334,0.26666666666666666,,,,,0.04,0.26666666666666666,,,,0.0031999999999999997,,,0.002666666666666667,0.034666666666666665,0.018666666666666665,0.002666666666666667,,,,,,,,Meat and Poultry
