,Food Name,Measure,Energy (kcal) per gram,Energy (kJ) per gram,Protein (g) per gram,Carbohydrate (g) per gram,Total Sugar (g) per gram,Total Dietary Fibre (g) per gram,Total Fat (g) per gram,Saturated Fat (g) per gram,Cholesterol (mg) per gram,Calcium (mg) per gram,Iron (mg) per gram,Sodium (mg) per gram,Potassium (mg) per gram,Magnesium (mg) per gram,Phosphorus (mg) per gram,Thiamin (mg) per gram,Riboflavin (mg) per gram,Niacin (NE) per gram,Folate (DFE) per gram,Vitamin A (RAE) per gram,Beta-carotene (mcg) per gram,Lycopene (mcg) per gram,Vitamin C (mg) per gram,Vitamin B12 (mcg) per gram,Total Fat ( ) per gram,Cholesterol (g) per gram,Vitamin D (mcg) per gram,Monounsaturated Fat (g) per gram,Polyunsaturated Fat (g) per gram,Vitamin E (mg) per gram,DHA (g) per gram,EPA (g) per gram,Total Daietary Fibre (g) per gram,Trans Fat (g) per gram,Caffeine (mg) per gram,Alcohol (g) per gram,Polyunsaturated Fat (mg) per gram,Category
0,Chickpea flour,125 mL,3.836734693877551,16.040816326530614,0.22448979591836735,0.5714285714285714,0.10204081632653061,0.10612244897959185,0.061224489795918366,0.006122448979591836,0.0,0.4489795918367347,0.04897959183673469,0.6326530612244898,8.387755102040817,1.653061224489796,3.163265306122449,0.004081632653061225,0.0010204081632653062,0.05918367346938775,4.326530612244898,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
1,"Cornmeal, dry",125 mL,3.6575342465753424,15.287671232876713,0.0821917808219178,0.7808219178082192,0.0136986301369863,0.07397260273972603,0.0136986301369863,0.0027397260273972603,0.0,0.0547945205479452,0.010958904109589041,0.0273972602739726,1.6164383561643836,0.3972602739726027,0.8356164383561644,0.0013698630136986301,0.000547945205479452,0.02602739726027397,0.4794520547945205,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
2,"Oat bran, dry",125 mL,2.44,10.22,0.18,0.66,0.02,0.10400000000000001,0.06,0.013999999999999999,0.0,0.58,0.054000000000000006,0.04,5.62,2.34,7.3,0.012,0.0022,0.064,0.52,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
3,Oat flour,125 mL,3.7735849056603774,15.81132075471698,0.1320754716981132,0.660377358490566,0.018867924528301886,0.09999999999999999,0.07547169811320754,0.01320754716981132,0.0,0.5094339622641509,0.041509433962264156,0.03773584905660377,3.7547169811320753,1.471698113207547,4.264150943396227,0.005660377358490566,0.0015094339622641509,0.033962264150943396,0.2830188679245283,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
4,Potato flour,125 mL,3.552941176470588,14.847058823529412,0.07058823529411765,0.8235294117647058,0.03529411764705882,0.0011764705882352942,,0.0011764705882352942,0.0,0.6470588235294118,0.014117647058823528,0.5411764705882353,9.952941176470588,0.6470588235294118,1.6705882352941177,0.0023529411764705885,0.00047058823529411766,0.05411764705882353,0.24705882352941178,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
5,Rice flour,125 mL,3.674698795180723,15.397590361445783,0.060240963855421686,0.8072289156626506,,0.024096385542168676,0.012048192771084338,0.003614457831325301,0.0,0.0963855421686747,0.003614457831325301,0.0,0.7590361445783133,0.3493975903614458,0.9879518072289156,0.0012048192771084338,0.00024096385542168676,0.03855421686746988,0.03614457831325301,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
6,"Rye flour, light",125 mL,3.6666666666666665,15.314814814814815,0.09259259259259259,0.7962962962962963,0.018518518518518517,0.1462962962962963,0.018518518518518517,0.001851851851851852,0.0,0.2037037037037037,0.018518518518518517,0.018518518518518517,2.3333333333333335,0.7037037037037037,1.9444444444444444,0.003703703703703704,0.000925925925925926,0.024074074074074074,0.2222222222222222,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
7,Soy flour,125 mL,3.2830188679245285,13.754716981132075,0.4716981132075472,0.37735849056603776,0.20754716981132076,0.17358490566037735,0.018867924528301886,0.0018867924528301887,0.0,2.3962264150943398,0.09245283018867925,0.20754716981132076,23.754716981132077,2.8867924528301887,6.716981132075472,0.007547169811320755,0.0024528301886792454,0.13962264150943396,3.0377358490566038,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
8,Wheat bran,15 mL,2.0,8.25,0.25,0.5,,0.4,,,0.0,0.75,0.1,,10.75,5.5,9.25,,0.005,0.175,0.75,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
9,"Wheat flour, all purpose",125 mL,3.6363636363636362,15.227272727272727,0.10606060606060606,0.7575757575757576,,0.030303030303030304,0.015151515151515152,0.0015151515151515152,0.0,0.15151515151515152,0.046969696969696974,0.015151515151515152,1.0757575757575757,0.22727272727272727,1.0757575757575757,0.007575757575757576,0.005,0.0803030303030303,2.909090909090909,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
10,"Wheat flour, bread",125 mL,3.625,15.180555555555555,0.125,0.7222222222222222,,0.02361111111111111,0.013888888888888888,0.002777777777777778,0.0,0.1527777777777778,0.044444444444444446,0.013888888888888888,1.0,0.25,0.9722222222222222,0.008333333333333333,0.005138888888888889,0.09861111111111111,2.888888888888889,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
11,"Wheat flour, cake",125 mL,3.638888888888889,15.222222222222221,0.08333333333333333,0.7777777777777778,,0.016666666666666666,0.013888888888888888,0.001388888888888889,0.0,0.1388888888888889,0.07361111111111111,0.013888888888888888,1.0555555555555556,0.16666666666666666,0.8611111111111112,0.008333333333333333,0.0043055555555555555,0.0875,2.8333333333333335,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
12,"Wheat flour, whole grain",125 mL,3.4126984126984126,14.26984126984127,0.14285714285714285,0.7301587301587301,,0.12222222222222222,0.015873015873015872,0.0031746031746031746,0.0,0.3492063492063492,0.03968253968253968,0.047619047619047616,4.079365079365079,1.380952380952381,3.4761904761904763,0.0047619047619047615,0.0022222222222222222,0.09999999999999999,0.4444444444444444,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
13,"Wheat germ, toasted",15 mL,3.857142857142857,16.285714285714285,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.15714285714285717,0.14285714285714285,0.014285714285714287,0.0,0.42857142857142855,0.09999999999999999,,9.714285714285714,3.2857142857142856,11.714285714285714,0.014285714285714287,0.008571428571428572,0.1285714285714286,3.5714285714285716,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
14,"Bagel, plain (10 cm diam)",1,2.7464788732394365,11.507042253521126,0.09859154929577464,0.5352112676056338,0.056338028169014086,0.022535211267605635,0.014084507042253521,0.0028169014084507044,0.0,0.7464788732394366,0.035211267605633804,5.338028169014085,1.0140845070422535,0.29577464788732394,0.9577464788732394,0.005633802816901409,0.0030985915492957746,0.06619718309859156,1.647887323943662,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
15,Bannock,1 medium,2.27027027027027,9.54054054054054,0.05405405405405406,0.5135135135135135,,0.013513513513513514,,0.0,0.02702702702702703,2.27027027027027,0.018918918918918916,,,,1.6216216216216217,0.002702702702702703,0.0016216216216216215,0.03783783783783783,,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
16,"Bread, French or Vienna",1 slice,2.742857142857143,11.457142857142857,0.08571428571428572,0.5142857142857142,,0.03142857142857143,0.02857142857142857,0.005714285714285714,0.0,0.7428571428571429,0.025714285714285714,6.085714285714285,1.1428571428571428,0.2571428571428571,1.0571428571428572,0.005714285714285714,0.0034285714285714284,0.06571428571428571,2.2857142857142856,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
17,"Bread, Italian",1 slice,2.7142857142857144,11.342857142857143,0.08571428571428572,0.5142857142857142,,0.025714285714285714,0.02857142857142857,0.008571428571428572,0.0,0.7714285714285715,0.02857142857142857,5.828571428571428,1.1142857142857143,0.2571428571428571,1.0285714285714285,0.005714285714285714,0.002857142857142857,0.060000000000000005,3.0285714285714285,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
18,"Bread, mixed-grain",1 slice,2.5142857142857142,10.457142857142857,0.11428571428571428,0.45714285714285713,0.11428571428571428,0.06285714285714286,0.02857142857142857,0.008571428571428572,0.0,0.9142857142857143,0.03428571428571429,4.857142857142857,2.0285714285714285,0.5428571428571428,1.7714285714285714,0.002857142857142857,0.0034285714285714284,0.06571428571428571,1.6571428571428573,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
19,"Bread, naan",1/2,3.0476190476190474,12.746031746031745,0.1111111111111111,0.5714285714285714,0.031746031746031744,0.02222222222222222,0.031746031746031744,0.012698412698412698,0.047619047619047616,1.2380952380952381,0.0365079365079365,3.3015873015873014,1.8253968253968254,0.25396825396825395,1.4126984126984128,0.0047619047619047615,0.005238095238095239,0.08888888888888888,1.8253968253968254,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
20,"Bread, oatmeal",1 slice,2.6857142857142855,11.257142857142858,0.08571428571428572,0.4857142857142857,0.08571428571428572,0.04,0.05714285714285714,0.005714285714285714,0.0,0.6571428571428571,0.025714285714285714,6.0,1.4285714285714286,0.37142857142857144,1.2571428571428571,0.002857142857142857,0.002285714285714286,0.05142857142857143,0.8571428571428571,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
21,"Bread, pita, white (17 cm diam)",1,2.75,11.5,0.08333333333333333,0.55,0.016666666666666666,0.021666666666666667,0.016666666666666666,0.0016666666666666668,0.0,0.8666666666666667,0.02666666666666667,5.366666666666666,1.2,0.26666666666666666,0.9666666666666667,0.006666666666666667,0.0033333333333333335,0.06333333333333332,1.65,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
22,"Bread, pita, whole wheat (17 cm diam)",1,2.65625,11.125,0.09375,0.546875,0.015625,0.0734375,0.03125,0.0046875,0.0,0.15625,0.03125,5.3125,1.703125,0.6875,1.796875,0.003125,0.00078125,0.053125,0.34375,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
23,"Bread, pumpernickel",1 slice,2.5142857142857142,10.457142857142857,0.08571428571428572,0.4857142857142857,,0.06571428571428571,0.02857142857142857,0.005714285714285714,0.0,0.6857142857142857,0.02857142857142857,6.714285714285714,2.085714285714286,0.5428571428571428,1.7714285714285714,0.002857142857142857,0.003142857142857143,0.045714285714285714,1.3428571428571427,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
24,"Bread, raisin",1 slice,2.742857142857143,11.457142857142857,0.08571428571428572,0.5142857142857142,0.05714285714285714,0.04285714285714286,0.05714285714285714,0.011428571428571429,0.0,0.6571428571428571,0.02857142857142857,3.914285714285714,2.257142857142857,0.2571428571428571,1.0857142857142856,0.002857142857142857,0.004,0.04857142857142857,1.5714285714285714,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
25,"Bread, rye",1 slice,2.6,10.82857142857143,0.08571428571428572,0.4857142857142857,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.005714285714285714,0.0,0.7428571428571429,0.02857142857142857,6.6,1.6571428571428573,0.4,1.2571428571428571,0.005714285714285714,0.0034285714285714284,0.054285714285714284,1.5142857142857142,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
26,"Bread, white, Calorie-reduced",1 slice,2.057142857142857,8.657142857142857,0.08571428571428572,0.45714285714285713,0.05714285714285714,0.09714285714285714,0.02857142857142857,0.005714285714285714,0.0,0.9428571428571428,0.03142857142857143,4.542857142857143,0.7714285714285715,0.22857142857142856,1.2,0.002857142857142857,0.002857142857142857,0.054285714285714284,1.3714285714285714,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
27,"Bread, white, commercial",1 slice,2.657142857142857,11.114285714285714,0.08571428571428572,0.5142857142857142,0.05714285714285714,0.022857142857142857,0.02857142857142857,0.008571428571428572,0.0,1.5142857142857142,0.037142857142857144,6.8,1.0,0.22857142857142856,1.0,0.005714285714285714,0.0034285714285714284,0.060000000000000005,1.7142857142857142,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
28,"Bread, white, homemade with 2% milk",1 slice,2.857142857142857,11.914285714285715,0.08571428571428572,0.4857142857142857,,0.02,0.05714285714285714,0.011428571428571429,0.02857142857142857,0.5714285714285714,0.02857142857142857,3.6,1.457142857142857,0.2,1.1428571428571428,0.002857142857142857,0.0037142857142857142,0.05142857142857143,1.2571428571428571,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
29,"Bread, whole wheat, commercial",1 slice,2.4571428571428573,10.285714285714286,0.08571428571428572,0.45714285714285713,0.2,0.06857142857142857,0.02857142857142857,0.008571428571428572,0.0,0.7142857142857143,0.03428571428571429,5.257142857142857,2.5142857142857142,0.8571428571428571,2.2857142857142856,0.002857142857142857,0.002,0.06285714285714286,0.5142857142857142,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
30,"Bread, whole wheat, homemade with 2% milk",1 slice,2.7714285714285714,11.628571428571428,0.08571428571428572,0.5142857142857142,0.02857142857142857,0.060000000000000005,0.05714285714285714,0.008571428571428572,0.0,0.34285714285714286,0.03142857142857143,3.4571428571428573,3.142857142857143,0.8,1.8571428571428572,0.002857142857142857,0.002285714285714286,0.060000000000000005,0.7714285714285715,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
31,"English muffin, white, toasted",1,2.5576923076923075,10.653846153846153,0.07692307692307693,0.5,0.038461538461538464,0.028846153846153848,0.019230769230769232,0.0019230769230769232,0.0,1.8846153846153846,0.02692307692307692,5.038461538461538,1.4230769230769231,0.21153846153846154,1.4423076923076923,0.0038461538461538464,0.0026923076923076926,0.05384615384615384,1.25,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
32,"English muffin, whole wheat, toasted",1,2.423076923076923,10.153846153846153,0.09615384615384616,0.4807692307692308,0.019230769230769232,0.05,0.019230769230769232,0.0038461538461538464,0.0,1.9230769230769231,0.03076923076923077,4.153846153846154,2.019230769230769,0.4230769230769231,1.25,0.0038461538461538464,0.0028846153846153843,0.05384615384615384,0.7884615384615384,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
33,Fry bread,1,3.2972972972972974,13.81081081081081,0.05405405405405406,0.4864864864864865,0.02702702702702703,0.02702702702702703,0.13513513513513514,0.04594594594594594,0.08108108108108109,0.5675675675675675,0.04054054054054054,3.2972972972972974,0.7567567567567568,0.1891891891891892,1.2432432432432432,0.005405405405405406,0.002162162162162162,0.05945945945945946,1.972972972972973,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
34,"Roll, crusty (kaiser)",1,2.9298245614035086,12.24561403508772,0.10526315789473684,0.5263157894736842,0.017543859649122806,0.02280701754385965,0.03508771929824561,0.005263157894736842,0.0,0.9473684210526315,0.03333333333333333,5.43859649122807,1.087719298245614,0.2631578947368421,1.0,0.005263157894736842,0.0033333333333333335,0.06140350877192982,1.5087719298245614,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
35,"Roll, dinner, white",1,3.0357142857142856,12.714285714285714,0.07142857142857142,0.5,0.07142857142857142,0.03214285714285715,0.07142857142857142,0.017857142857142856,,1.2142857142857142,0.03214285714285715,5.285714285714286,1.3571428571428572,0.25,1.1785714285714286,0.0035714285714285718,0.0032142857142857142,0.05714285714285715,1.4642857142857142,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
36,"Roll, dinner, whole wheat",1,2.6785714285714284,11.25,0.07142857142857142,0.5,0.07142857142857142,0.075,0.03571428571428571,0.0071428571428571435,0.0,1.0714285714285714,0.024999999999999998,4.857142857142857,2.75,0.8571428571428571,2.2857142857142856,0.0035714285714285718,0.0014285714285714286,0.060714285714285714,0.32142857142857145,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
37,"Roll, hamburger or hotdog, white",1,2.7906976744186047,11.674418604651162,0.09302325581395349,0.4883720930232558,0.06976744186046512,0.020930232558139535,0.046511627906976744,0.011627906976744186,0.0,1.372093023255814,0.03255813953488372,4.790697674418604,0.9302325581395349,0.20930232558139536,0.627906976744186,0.004651162790697674,0.0032558139534883722,0.05813953488372093,1.697674418604651,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
38,"Roll, hamburger or hotdog, whole wheat",1,2.627906976744186,11.0,0.09302325581395349,0.4418604651162791,0.06976744186046512,0.037209302325581395,0.06976744186046512,0.013953488372093023,0.0,0.9534883720930233,0.03953488372093023,4.5813953488372094,1.6046511627906976,0.4418604651162791,1.2093023255813953,0.004651162790697674,0.0030232558139534887,0.06511627906976744,1.7209302325581395,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
39,"Bread stick, plain (19 cm X 2 cm)",1,4.1,17.2,0.1,0.7,,0.03,0.1,0.01,0.0,0.2,0.04,6.6,1.2,0.3,1.2,0.01,0.006,0.08,2.5,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
40,"Bread stuffing, dry mix, prepared",125 mL,1.7735849056603774,7.415094339622642,0.02830188679245283,0.2169811320754717,0.018867924528301886,0.029245283018867925,0.08490566037735849,0.016981132075471698,0.0,0.32075471698113206,0.011320754716981131,5.415094339622642,0.7358490566037735,0.12264150943396226,0.41509433962264153,0.0009433962264150943,0.0010377358490566038,0.02169811320754717,0.5283018867924528,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
41,"Croutons, plain",60 mL,3.875,16.125,0.125,0.75,,0.05,0.125,0.0125,0.0,0.75,0.0375,6.625,1.125,0.25,1.125,,0.0025,0.075,2.0,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
42,Dumpling,1 dumpling,1.9714285714285715,8.257142857142858,0.02857142857142857,0.22857142857142856,,0.008571428571428572,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.6571428571428571,0.011428571428571429,3.942857142857143,0.6571428571428571,0.08571428571428572,0.6285714285714286,0.002857142857142857,0.0017142857142857142,0.022857142857142857,0.5428571428571428,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
43,"Matzo, plain",1,4.0,16.714285714285715,0.10714285714285714,0.8571428571428571,,0.03214285714285715,,0.0035714285714285718,0.0,0.14285714285714285,0.03214285714285715,0.03571428571428571,1.1428571428571428,0.25,0.8928571428571429,0.0035714285714285718,0.002857142857142857,0.060714285714285714,0.17857142857142858,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
44,"Taco shell, baked (13 cm diam)",1 shell,4.6923076923076925,19.53846153846154,0.07692307692307693,0.6153846153846154,,0.07692307692307693,0.23076923076923078,0.03076923076923077,0.0,1.6153846153846154,0.023076923076923075,3.6923076923076925,1.7692307692307692,1.0769230769230769,2.4615384615384617,,0.0007692307692307692,0.023076923076923075,2.1538461538461537,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
45,"Tortilla, corn (15 cm diam)",1,2.1578947368421053,9.105263157894736,0.05263157894736842,0.42105263157894735,,0.06315789473684211,0.05263157894736842,0.005263157894736842,0.0,0.7894736842105263,0.010526315789473684,0.47368421052631576,1.8421052631578947,0.7368421052631579,3.1578947368421053,,0.0005263157894736842,0.021052631578947368,0.05263157894736842,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
46,"Tortilla, wheat (20 cm diam)",1,3.2448979591836733,13.591836734693878,0.08163265306122448,0.5510204081632653,,0.0326530612244898,0.061224489795918366,0.018367346938775512,0.0,0.3877551020408163,0.0326530612244898,4.775510204081633,1.3061224489795917,0.2653061224489796,1.2448979591836735,0.006122448979591836,0.0028571428571428576,0.05306122448979592,2.0,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
47,"French toast, frozen, ready to heat, heated",1 slice,2.135593220338983,8.915254237288135,0.06779661016949153,0.3220338983050847,,0.010169491525423728,0.06779661016949153,0.015254237288135594,0.8135593220338984,1.0677966101694916,0.022033898305084745,4.9491525423728815,1.3389830508474576,0.1694915254237288,1.3898305084745763,0.0033898305084745766,0.003728813559322034,0.0423728813559322,0.711864406779661,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
48,"French toast, homemade",1 slice,2.292307692307692,9.584615384615384,0.07692307692307693,0.24615384615384617,,0.010769230769230769,0.1076923076923077,0.027692307692307693,1.1538461538461537,1.0,0.016923076923076926,4.7846153846153845,1.3384615384615384,0.16923076923076924,1.1692307692307693,0.0015384615384615385,0.0032307692307692306,0.03230769230769231,0.5692307692307692,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
49,"Pancake, buckwheat, prepared from mix (13 cm diam)",1,1.825,7.625,0.075,0.25,0.05,0.027500000000000004,0.075,0.015,0.5,2.225,0.017499999999999998,4.775,2.0,0.675,3.575,0.0025,0.00225,0.03,0.225,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
50,"Pancake, homemade with butter and syrup (13 cm diam)",1,2.24,9.36,0.06,0.4,0.04,0.016,0.06,0.02,0.22,1.7,0.01,4.22,1.56,0.18,2.36,0.002,0.0022,0.022000000000000002,0.46,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
51,"Pancake, plain, from complete mix (13 cm diam)",1,1.6,6.65,0.025,0.275,,0.01,0.05,0.005,0.075,0.9,0.01,4.5,1.25,0.15,2.4,0.0025,0.0015,0.02,0.375,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
52,"Pancake, plain, frozen, ready-to-heat (13 cm diam), heated",1,2.292682926829268,9.585365853658537,0.04878048780487805,0.43902439024390244,0.0975609756097561,0.017073170731707315,0.024390243902439025,0.007317073170731707,0.0975609756097561,0.6097560975609756,0.03414634146341463,5.097560975609756,0.7317073170731707,0.14634146341463414,3.731707317073171,0.004878048780487805,0.004634146341463414,0.051219512195121955,0.6585365853658537,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
53,"Pancake, plain, homemade (13 cm diam)",1,2.263157894736842,9.5,0.05263157894736842,0.2894736842105263,,0.013157894736842105,0.10526315789473684,0.021052631578947368,0.5789473684210527,2.1842105263157894,0.018421052631578946,4.394736842105263,1.3157894736842106,0.15789473684210525,1.5789473684210527,0.002631578947368421,0.0028947368421052633,0.028947368421052635,0.5526315789473685,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
54,"Potato pancake, homemade (8 cm diam)",1,3.027027027027027,12.621621621621621,0.05405405405405406,0.35135135135135137,0.02702702702702703,0.02702702702702703,0.16216216216216217,0.016216216216216217,0.6216216216216216,0.32432432432432434,0.018918918918918916,5.162162162162162,7.486486486486487,0.43243243243243246,1.2432432432432432,0.002702702702702703,0.0016216216216216215,0.03783783783783783,0.40540540540540543,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
55,"Waffle, homemade",1,2.7837837837837838,11.675675675675675,0.08108108108108109,0.3783783783783784,0.05405405405405406,0.013513513513513514,0.10810810810810811,0.018918918918918916,0.8918918918918919,1.1891891891891893,0.024324324324324326,3.945945945945946,1.5675675675675675,0.1891891891891892,1.4324324324324325,0.002702702702702703,0.004054054054054054,0.04594594594594594,1.0,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
56,"Waffle, plain, frozen, ready-to-heat, heated",1,2.6363636363636362,11.030303030303031,0.06060606060606061,0.3939393939393939,0.06060606060606061,0.024242424242424242,0.09090909090909091,0.015151515151515152,0.24242424242424243,2.3333333333333335,0.045454545454545456,7.878787878787879,1.2727272727272727,0.21212121212121213,4.212121212121212,0.0030303030303030303,0.0048484848484848485,0.05757575757575757,0.6666666666666666,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
57,"Barley, pearled, cooked",125 mL,1.2289156626506024,5.132530120481928,0.024096385542168676,0.27710843373493976,,0.024096385542168676,,0.0012048192771084338,0.0,0.10843373493975904,0.013253012048192772,0.024096385542168676,0.927710843373494,0.21686746987951808,0.5421686746987951,0.0012048192771084338,0.0006024096385542169,0.026506024096385545,0.1566265060240964,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
58,"Bulgur, cooked",125 mL,0.8333333333333334,3.4791666666666665,0.03125,0.1875,,0.028125,,,0.0,0.10416666666666667,0.009375,0.052083333333333336,0.6770833333333334,0.3229166666666667,0.3958333333333333,0.0010416666666666667,0.0003125,0.017708333333333333,0.17708333333333334,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
59,"Couscous, cooked",125 mL,1.1204819277108433,4.674698795180723,0.03614457831325301,0.2289156626506024,,0.008433734939759036,,,0.0,0.08433734939759036,0.003614457831325301,0.04819277108433735,0.5783132530120482,0.08433734939759036,0.21686746987951808,0.0012048192771084338,0.00024096385542168676,0.018072289156626505,0.14457831325301204,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
60,"Quinoa, cooked",125 mL,0.958904109589041,4.013698630136986,0.0273972602739726,0.1780821917808219,,0.01780821917808219,0.0136986301369863,0.0013698630136986301,0.0,0.1506849315068493,0.02328767123287671,0.0547945205479452,1.8904109589041096,0.5342465753424658,1.0547945205479452,,0.0009589041095890412,0.0136986301369863,0.1232876712328767,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
61,"Macaroni, cooked",250 mL,1.412162162162162,5.898648648648648,0.0472972972972973,0.28378378378378377,0.006756756756756757,0.012162162162162163,0.006756756756756757,0.0006756756756756757,0.0,0.06756756756756757,0.01418918918918919,0.006756756756756757,0.3108108108108108,0.18243243243243243,0.5405405405405406,0.002027027027027027,0.000945945945945946,0.02702702702702703,1.2432432432432432,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
62,"Noodles, Chinese, chow mein",60 mL,5.454545454545454,22.90909090909091,0.09090909090909091,0.6363636363636364,,0.03636363636363637,0.36363636363636365,0.045454545454545456,0.0,0.18181818181818182,0.045454545454545456,4.545454545454546,1.2727272727272727,0.5454545454545454,1.6363636363636365,0.009090909090909092,0.004545454545454546,0.08181818181818182,1.4545454545454546,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
63,"Noodles, egg, cooked",250 mL,1.331360946745562,5.562130177514793,0.047337278106508875,0.2485207100591716,0.005917159763313609,0.011242603550295858,0.011834319526627219,0.0029585798816568047,0.33136094674556216,0.11834319526627218,0.015976331360946748,0.07100591715976332,0.2781065088757396,0.1893491124260355,0.6923076923076923,0.0017751479289940828,0.0008284023668639054,0.025443786982248518,1.0414201183431953,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
64,"Pasta, fresh-refrigerated, cooked",250 mL,1.301775147928994,5.443786982248521,0.05325443786982249,0.23668639053254437,,0.021893491124260357,0.01775147928994083,0.004142011834319527,0.40828402366863903,0.10059171597633136,0.011834319526627219,0.8284023668639053,0.21301775147928995,0.14201183431952663,0.5207100591715976,0.0017751479289940828,0.0017159763313609466,0.023668639053254437,0.5976331360946746,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
65,"Pasta, fresh-refrigerated, spinach, cooked",250 mL,1.319526627218935,5.520710059171598,0.05325443786982249,0.24260355029585798,0.005917159763313609,0.013017751479289942,0.01775147928994083,0.0035502958579881655,0.33136094674556216,0.1893491124260355,0.010650887573964497,0.11834319526627218,0.3727810650887574,0.24260355029585798,0.5680473372781065,0.002366863905325444,0.001242603550295858,0.026035502958579884,0.9408284023668639,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
